Bout,Bout_Start,Bout_End,Approach,Investigation,s1_Removed,s2_Introduced
s1-1,186.3,1258.5,"484.1, 1164.0","198.3, 200.6, 207.1, 232.6, 268.7, 281.8, 289.0, 388.7, 388.8, 399.7, 450.7, 485.6, 494.0, 579.3, 601.8, 660.1, 780.9, 780.9, 801.6, 810.7, 836.9, 861.7, 862.5, 956.3, 956.3, 992.4, 997.9, 1050.7, 1144.3, 1144.5, 1158.6, 1165.6, 1171.2, 1179.7, 1191.8, 1199.0, 1208.0, 1226.6, 1253.6","308.5, 501.1, 690.2, 879.3, 1070.0",1136.3
