Subject,Bout,Behavior,Event_Start,Event_End,Duration (s),AUC,Max Peak,Time of Max Peak,Mean Z-score,Original End,Adjusted End,OG_AUC,OG_Max Peak,OG_Time of Max Peak,OG_Mean Z-score,OG_Original End,OG_Adjusted End
pp3,s1-5,Investigation,961.5,962.2,0.7000000000000455,7.889773736990657,1.6371540099899458,967.0056152198877,1.0242565750966368,962.2,969.2027095759458,0.32516282574422284,0.7176947196939016,962.1995327560094,0.4651769546788264,962.2,962.2
pp3,s2-1,Investigation,1133.8,1135.9,2.1000000000001364,1.4151857534703456,0.4827032963376518,1135.0002665799946,0.3674023296013004,1135.9,1137.65250844695,0.8827846263396282,0.4827032963376518,1135.0002665799946,0.4205925308275239,1135.9,1135.9
pp4,s1-1,Investigation,189.4,203.1,13.699999999999989,2.873204622880018,1.0292815494504726,195.38411129231778,0.33095732102841485,203.1,198.08255603834888,0.821066292099782,1.0292815494504726,195.38411129231778,0.0599704060241524,203.1,203.1
pp4,s1-4,Investigation,770.0,771.1,1.1000000000000227,1.080890244514013,1.6334150696819711,770.0004709999906,0.9537259396912608,771.1,771.1339160973217,1.0623249248605413,1.6334150696819711,770.0004709999906,0.9667205269830151,771.1,771.1
pp4,s1-5,Investigation,965.7,971.6,5.899999999999977,0.9780283960625159,1.0554662789812914,968.9992203000156,0.2108392513486344,971.6,970.3371377132572,0.5090672093879676,1.0554662789812914,968.9992203000156,0.0861792398713529,971.6,971.6
pp4,s2-1,Investigation,1150.0,1152.7,2.7000000000000455,5.8437719113184174,1.885953616222538,1154.8960127420798,0.8993499388628285,1152.7,1156.4973848700522,1.4775216747376918,0.9673590339966008,1152.699901426002,0.5473108650244667,1152.7,1152.7
pp5,s1-1,Investigation,201.267,202.4,1.1330000000000098,3.5417405811024505,1.8426968217942987,203.79991656400168,0.7468941645495117,202.4,206.0078243598435,-0.6772333472661363,0.21346301438041368,202.3990845920183,-0.5984517821888191,202.4,202.4
pp5,s1-2,Investigation,378.533,389.333,10.800000000000011,-1.2550112049385433,0.46128131905283715,381.5404262891915,-0.30670573767490295,389.333,382.625702427486,-3.200519016471722,0.46128131905283715,381.5404262891915,-0.29636563538323935,389.333,389.333
pp5,s1-3,Investigation,565.267,567.067,1.7999999999999545,1.2708991943025496,1.3471450791066315,565.3187675736247,0.9408728783084447,567.067,566.6183464276331,1.3403085440384255,1.3471450791066315,565.3187675736247,0.7449881817600511,567.067,567.067
pp5,s2-1,Investigation,1128.867,1137.667,8.799999999999955,13.38871175895146,4.882348300596156,1129.6151735676965,3.1664795657902847,1137.667,1133.0951350980972,19.345808930787786,4.882348300596156,1129.6151735676965,2.198560189292345,1137.667,1137.667
pp6,s1-1,Investigation,183.467,194.467,11.0,25.986248033420374,6.277150419805095,183.5109544097809,4.449452263081073,194.467,189.3079411738412,22.697253271864348,6.277150419805095,183.5109544097809,2.063578251769058,194.467,194.467
pp6,s1-2,Investigation,407.0,409.667,2.666999999999973,0.5142422751148276,0.504723980190334,407.6991201660176,0.3413260938751255,409.667,408.50619598987606,0.5751293525256055,0.504723980190334,407.6991201660176,0.2156592120941521,409.667,409.667
pp6,s1-3,Investigation,613.133,616.867,3.7339999999999236,0.9234177137435718,0.5877416856902535,614.0441272391174,0.3577613701819798,616.867,615.7143121657137,1.1625387441667279,0.5877416856902535,614.0441272391174,0.31139483290050207,616.867,616.867
pp6,s1-5,Investigation,1037.267,1038.133,0.8659999999999854,0.3646977872896613,0.37149318234763895,1038.3438435531232,0.22574043675124475,1038.133,1038.882549462349,0.12895144650452184,0.31657901291282126,1038.1324899573501,0.14916584167897007,1038.133,1038.133
pp7,s1-1,Investigation,189.6,196.6,7.0,0.5434426035520583,1.8722393789568168,195.813699763726,0.06683876740675726,196.6,197.7247294855054,-0.6262065817411799,1.8722393789568168,195.813699763726,-0.08946696085732377,196.6,196.6
pp7,s1-2,Investigation,391.467,392.733,1.2660000000000196,1.7362882204821894,2.191133101107479,391.46716401065675,1.4718300110200229,392.733,392.64681198706376,1.7875910758307558,2.191133101107479,391.46716401065675,1.4128900459587364,392.733,392.733
pp7,s2-1,Investigation,1172.533,1179.267,6.734000000000151,7.327340260919299,2.2455047810666784,1174.6600315467995,1.7413316354513046,1179.267,1176.7411271851774,5.954071475664119,2.2455047810666784,1174.6600315467995,0.8841831104261477,1179.267,1179.267
pp8,s1-3,Investigation,604.7,605.4,0.6999999999999318,6.907647949333937,1.9630113829818518,605.7158125256838,1.3045683741105807,605.4,609.9949855601003,1.1056552047741888,1.8240620664275682,605.3471725330566,1.5818080432818935,605.4,605.4
pp8,s2-1,Investigation,1163.0,1163.8,0.7999999999999545,8.069000822502609,4.657913050190802,1163.0709732185805,3.249391477367693,1163.8,1165.4833533303329,3.51424178667212,4.657913050190802,1163.0709732185805,4.397026534708835,1163.8,1163.8
